Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Days at Company
1,1,0,2.0,4.0,5.7,0.48,5838
0,1,1,1.0,1.0,0.0,0.0,5836
0,0,1,3.0,6.0,6.8,0.62,5858
1,1,0,4.0,8.0,9.6,0.8,5754
0,1,1,1.0,4.0,5.7,0.34,5753
0,0,1,2.0,4.0,5.5,0.5,5931
1,0,0,2.0,4.0,6.8,0.45,5896
1,1,0,2.0,5.0,8.0,0.66,5758
1,1,1,2.0,4.0,5.6,0.45,6018
0,0,1,1.0,3.0,5.5,0.37,6068
1,0,1,2.0,2.0,3.1,0.23,5924
1,0,0,3.0,5.0,7.4,0.53,6034
1,0,1,4.0,8.0,7.2,0.62,5902
0,1,1,0.0,1.0,3.5,0.24,6039
1,0,0,3.0,5.0,5.9,0.54,5914
0,1,1,2.0,4.0,5.6,0.36,6040
1,1,1,1.0,2.0,0.0,0.0,6055
0,0,1,1.0,2.0,3.3,0.14,6072
0,0,1,3.0,5.0,5.8,0.45,5974
1,1,0,2.0,5.0,6.9,0.57,5783
1,1,1,2.0,4.0,7.5,0.53,5977
1,0,0,3.0,7.0,8.5,0.73,5791
0,0,0,1.0,3.0,4.5,0.38,6091
0,0,1,1.0,3.0,6.2,0.41,6022
0,1,0,2.0,5.0,8.8,0.8,6023
0,1,0,4.0,6.0,6.1,0.6,6042
0,1,0,0.0,1.0,0.6,0.0,5863
1,1,0,4.0,7.0,7.3,0.75,5867
0,1,0,3.0,6.0,8.5,0.65,5910
1,1,1,1.0,2.0,5.1,0.29,5812
0,1,1,2.0,3.0,6.5,0.45,5814
0,1,0,3.0,6.0,8.0,0.69,5851
0,1,0,1.0,4.0,5.9,0.43,5825
1,1,0,2.0,5.0,5.8,0.39,5899
0,1,1,2.0,4.0,5.0,0.37,5825
0,1,1,1.0,1.0,3.2,0.22,5873
0,1,0,2.0,5.0,6.5,0.63,6046
1,0,0,4.0,8.0,6.5,0.52,6082
0,0,0,3.0,6.0,5.9,0.42,5891
1,1,0,2.0,5.0,5.7,0.53,5795
1,1,0,3.0,7.0,6.5,0.52,5873
0,1,1,1.0,2.0,2.4,0.19,5852
1,0,1,3.0,6.0,7.7,0.56,6086
0,0,1,3.0,5.0,6.3,0.5,5830
1,0,0,3.0,4.0,7.0,0.5,6017
0,1,1,1.0,4.0,4.8,0.38,5765
1,1,1,2.0,4.0,3.9,0.24,6000
0,1,1,2.0,5.0,4.4,0.36,5942
0,1,1,2.0,3.0,4.6,0.39,5786
0,1,1,1.0,2.0,4.4,0.27,5842
0,1,0,2.0,5.0,4.5,0.37,5916
0,0,0,3.0,5.0,6.5,0.57,5895
0,0,0,1.0,4.0,4.6,0.32,5958
0,1,1,2.0,5.0,7.9,0.64,6018
0,1,0,4.0,8.0,6.5,0.55,6108
1,0,1,1.0,3.0,5.1,0.37,5779
1,1,0,2.0,6.0,6.7,0.54,5831
0,1,1,1.0,2.0,2.1,0.17,5935
0,1,0,2.0,4.0,4.8,0.41,5745
0,1,0,2.0,6.0,6.0,0.54,5869
1,0,1,3.0,8.0,7.9,0.7,6053
1,1,1,3.0,7.0,7.3,0.75,5947
1,1,0,5.0,8.0,9.1,0.79,5798
0,1,0,3.0,5.0,7.1,0.57,6083
1,1,1,1.0,2.0,3.5,0.25,5859
1,1,0,3.0,6.0,8.3,0.73,6042
1,1,1,4.0,7.0,9.5,0.86,6053
1,1,1,3.0,6.0,8.8,0.89,5907
0,0,0,0.0,1.0,2.8,0.2,5998
1,1,0,3.0,6.0,7.2,0.62,5898
0,1,1,2.0,4.0,6.3,0.43,5855
0,0,1,4.0,8.0,9.0,0.81,5910
0,1,1,3.0,5.0,6.4,0.45,5794
1,1,1,0.0,1.0,3.2,0.18,6063
0,1,0,2.0,6.0,7.3,0.58,5849
0,0,1,1.0,3.0,4.9,0.44,5825
0,1,0,1.0,2.0,5.7,0.37,6099
0,1,1,2.0,4.0,7.1,0.65,5926
1,1,0,4.0,7.0,7.5,0.65,5749
0,1,0,4.0,8.0,9.7,0.86,5935
0,1,0,3.0,6.0,7.8,0.61,5910
0,1,0,2.0,5.0,7.1,0.55,5789
0,1,1,1.0,4.0,5.4,0.46,5965
0,0,1,2.0,3.0,3.1,0.25,6104
0,1,0,3.0,6.0,7.0,0.67,6100
1,1,0,1.0,5.0,6.2,0.55,5773
0,0,1,3.0,6.0,7.3,0.56,6081
1,1,0,4.0,7.0,8.8,0.71,5802
0,1,0,2.0,5.0,5.6,0.52,5875
0,0,1,0.0,1.0,3.0,0.1,6038
0,1,1,2.0,4.0,5.0,0.26,5897
0,1,1,2.0,3.0,7.1,0.49,6003
1,1,0,3.0,5.0,4.1,0.35,6008
0,1,0,3.0,6.0,6.7,0.61,5797
0,0,1,0.0,1.0,3.9,0.25,5760
0,1,1,3.0,7.0,6.8,0.58,5936
1,0,1,1.0,3.0,4.2,0.28,6081
0,0,1,3.0,4.0,5.7,0.5,5766
0,1,1,2.0,2.0,3.6,0.25,5817
1,0,1,1.0,3.0,5.9,0.44,6002
1,0,1,3.0,4.0,7.0,0.48,6080
1,0,0,3.0,4.0,5.0,0.38,5843
0,1,1,0.0,1.0,2.3,0.16,5992
1,1,0,2.0,5.0,4.2,0.34,5861
0,1,1,2.0,4.0,6.2,0.56,5905
1,1,1,1.0,3.0,5.1,0.3,5766
0,1,1,1.0,3.0,4.9,0.4,6040
0,1,1,3.0,5.0,5.8,0.49,5787
1,1,0,3.0,6.0,7.4,0.61,6039
1,1,1,3.0,4.0,4.9,0.43,5835
0,1,0,3.0,7.0,6.8,0.54,5801
1,0,1,1.0,3.0,5.9,0.41,5858
0,0,1,3.0,5.0,7.1,0.64,6032
0,1,1,3.0,5.0,4.6,0.37,5972
1,0,0,4.0,7.0,8.9,0.75,5771
1,0,1,1.0,3.0,3.9,0.31,6025
1,1,1,1.0,3.0,4.0,0.24,5797
1,1,0,3.0,6.0,6.2,0.54,6099
1,0,1,3.0,6.0,6.6,0.48,6065
0,1,0,0.0,1.0,0.6,0.0,5887
0,1,1,1.0,2.0,6.0,0.48,5920
0,1,1,2.0,4.0,5.7,0.38,5842
0,1,1,2.0,4.0,5.0,0.38,6047
0,1,0,2.0,2.0,3.6,0.23,5917
0,0,1,2.0,4.0,7.8,0.69,6028
1,1,1,0.0,1.0,3.5,0.23,5921
1,1,1,0.0,1.0,2.7,0.1,5991
1,1,0,4.0,9.0,7.7,0.81,5811
1,1,0,1.0,2.0,5.7,0.39,5878
1,1,0,3.0,6.0,7.0,0.53,5927
0,1,0,3.0,7.0,6.3,0.59,5804
1,0,0,3.0,7.0,8.1,0.61,5826
0,1,0,1.0,1.0,3.4,0.18,5829
1,1,0,4.0,7.0,8.2,0.73,5760
1,0,0,4.0,6.0,7.7,0.69,6054
0,0,0,2.0,5.0,6.2,0.45,6066
0,1,0,3.0,7.0,7.7,0.58,6000
0,1,1,2.0,2.0,4.6,0.22,5843
0,0,0,0.0,1.0,3.1,0.25,5802
0,0,0,2.0,4.0,2.7,0.15,5936
1,0,1,1.0,2.0,5.7,0.33,6083
0,1,1,1.0,4.0,4.2,0.37,5961
0,1,0,4.0,7.0,9.1,0.75,5938
1,1,1,1.0,2.0,5.2,0.3,5985
0,1,1,1.0,1.0,4.2,0.2,6063
1,0,0,3.0,5.0,7.9,0.68,6020
1,1,1,2.0,4.0,6.3,0.47,5962
1,1,0,0.0,1.0,3.0,0.17,5766
0,0,0,2.0,6.0,6.8,0.63,5767
0,1,1,2.0,3.0,4.4,0.25,5872
0,1,0,3.0,6.0,5.3,0.36,5789
0,0,1,2.0,5.0,4.1,0.32,6004
0,1,1,1.0,3.0,5.2,0.4,5769
0,1,1,1.0,4.0,4.8,0.33,5752
1,1,0,0.0,2.0,3.8,0.25,6100
1,1,0,3.0,4.0,4.7,0.38,5838
0,1,0,3.0,6.0,7.0,0.59,5898
1,1,0,2.0,4.0,6.2,0.54,5991
1,1,0,3.0,6.0,6.4,0.51,5963
0,1,0,1.0,1.0,0.0,0.0,5765
0,1,1,1.0,2.0,3.4,0.28,5998
0,1,0,1.0,3.0,3.9,0.31,5813
0,0,0,2.0,3.0,3.7,0.28,5821
0,1,0,3.0,6.0,7.3,0.59,5851
1,0,1,1.0,3.0,5.2,0.31,5939
0,1,1,2.0,5.0,3.9,0.31,5756
0,1,1,0.0,1.0,4.0,0.26,5805
1,1,1,2.0,3.0,4.7,0.36,5836
0,1,1,3.0,5.0,6.4,0.46,6017
0,1,1,2.0,3.0,4.8,0.44,5889
0,1,0,1.0,1.0,1.7,0.1,6063
0,1,1,4.0,8.0,7.2,0.64,6046
1,1,1,2.0,5.0,4.7,0.42,5983
0,1,0,2.0,5.0,7.3,0.63,5941
0,0,1,2.0,5.0,5.3,0.38,6005
1,1,0,1.0,2.0,5.5,0.47,5904
0,0,1,1.0,3.0,3.6,0.14,6028
0,1,0,0.0,2.0,4.9,0.27,5925
0,1,0,2.0,5.0,6.5,0.51,6075
0,1,1,1.0,3.0,5.8,0.4,5869
0,1,1,3.0,6.0,4.8,0.39,6027
1,1,0,1.0,3.0,4.4,0.31,5901
0,0,1,1.0,3.0,4.3,0.39,5807
1,0,1,2.0,4.0,5.2,0.47,6081
1,1,0,1.0,3.0,6.6,0.42,6066
1,0,0,3.0,6.0,6.9,0.63,5799
0,1,1,4.0,7.0,7.7,0.79,5933
0,1,1,1.0,3.0,4.2,0.37,5777
0,0,1,1.0,3.0,6.5,0.49,5998
1,0,0,2.0,4.0,3.4,0.16,5799
1,0,0,3.0,4.0,5.7,0.43,5843
1,1,1,2.0,6.0,7.6,0.7,5889
1,1,1,4.0,7.0,6.2,0.61,5997
0,1,1,1.0,3.0,3.5,0.29,5936
1,1,1,2.0,5.0,7.6,0.62,6042
1,0,1,2.0,4.0,5.7,0.43,6048
1,0,0,1.0,4.0,4.9,0.33,5857
0,0,1,3.0,6.0,8.0,0.65,6087
0,0,0,3.0,5.0,5.9,0.56,5870
1,1,0,2.0,5.0,6.3,0.59,6069
0,1,1,1.0,2.0,3.5,0.26,6108
1,1,1,2.0,6.0,7.3,0.58,5805
1,1,0,3.0,7.0,8.4,0.7,5918
1,1,1,3.0,5.0,6.6,0.48,6056
1,1,1,2.0,4.0,5.9,0.42,6081
1,1,1,1.0,3.0,5.1,0.3,5837
0,1,1,1.0,2.0,4.3,0.21,5920
0,1,0,2.0,3.0,3.5,0.3,6081
1,1,1,1.0,2.0,2.1,0.17,5921
0,1,0,4.0,8.0,9.0,0.75,5839
0,0,1,1.0,2.0,3.8,0.19,5925
1,1,1,2.0,4.0,7.7,0.59,6096
0,0,0,1.0,2.0,6.4,0.45,5862
0,1,1,1.0,2.0,3.4,0.17,6097
1,1,1,1.0,2.0,4.5,0.35,6052
0,1,1,0.0,1.0,3.2,0.17,6045
1,1,1,2.0,6.0,7.4,0.54,5931
0,0,0,2.0,3.0,3.3,0.15,6107
1,1,1,2.0,5.0,7.0,0.47,5965
1,0,1,2.0,3.0,6.6,0.47,6062
0,1,0,2.0,5.0,8.3,0.63,6061
1,1,0,3.0,7.0,8.1,0.7,6058
1,1,0,2.0,5.0,6.4,0.53,5928
1,0,1,4.0,8.0,8.7,0.8,5814
0,1,0,5.0,10.0,8.7,0.84,6011
1,0,0,4.0,6.0,7.3,0.61,5877
1,0,1,1.0,2.0,3.1,0.2,6098
1,1,0,2.0,5.0,7.5,0.61,5842
1,1,0,4.0,7.0,8.4,0.72,5789
1,1,0,2.0,2.0,3.0,0.23,5882
1,1,1,3.0,4.0,5.9,0.36,6092
0,0,1,2.0,4.0,5.2,0.42,6085
1,1,1,2.0,4.0,4.3,0.32,6087
0,1,1,0.0,1.0,4.7,0.23,5893
0,0,0,4.0,8.0,7.5,0.75,6071
0,1,0,2.0,6.0,8.0,0.63,5946
1,0,1,3.0,6.0,4.7,0.39,5817
1,1,1,3.0,6.0,6.0,0.45,5859
0,1,1,2.0,3.0,4.6,0.27,6052
0,0,1,1.0,2.0,4.9,0.28,5895
1,1,0,5.0,10.0,9.1,0.91,6035
0,0,1,4.0,7.0,8.2,0.81,5863
1,0,0,1.0,4.0,6.5,0.53,6063
0,0,0,3.0,4.0,6.6,0.45,5995
1,0,1,3.0,5.0,5.9,0.43,5785
1,1,0,3.0,6.0,8.0,0.67,6031
1,1,1,2.0,2.0,2.6,0.19,6008
0,1,1,2.0,4.0,5.3,0.41,5849
1,0,0,4.0,8.0,9.1,0.79,5883
0,1,1,1.0,2.0,3.7,0.19,6008
1,1,0,3.0,6.0,7.6,0.63,5945
0,1,0,2.0,4.0,7.9,0.66,6044
1,1,1,3.0,5.0,3.9,0.34,5771
0,1,1,1.0,3.0,5.2,0.48,5829
0,1,1,1.0,4.0,5.5,0.42,5786
0,1,1,2.0,5.0,5.2,0.43,6013
1,0,1,2.0,5.0,7.2,0.6,5833
1,1,1,1.0,3.0,3.8,0.15,5912
0,1,0,3.0,4.0,5.4,0.46,5918
0,1,1,1.0,2.0,3.0,0.25,6080
0,0,1,1.0,3.0,3.7,0.31,6033
0,1,1,3.0,5.0,5.0,0.3,6075
1,0,0,3.0,7.0,7.3,0.73,6029
1,1,0,3.0,6.0,8.0,0.6,5820
1,1,1,4.0,7.0,6.0,0.53,6090
0,1,1,2.0,3.0,6.4,0.46,5951
1,0,1,3.0,7.0,7.4,0.55,5847
1,1,1,2.0,4.0,5.7,0.34,5761
1,1,1,2.0,6.0,8.9,0.7,6000
0,0,1,1.0,4.0,4.6,0.31,6049
0,0,1,3.0,7.0,8.1,0.72,5994
1,0,1,3.0,5.0,4.4,0.27,5790
1,0,1,1.0,2.0,2.8,0.14,5790
0,0,1,0.0,1.0,0.2,0.0,6017
0,1,1,3.0,5.0,5.7,0.5,6080
0,1,0,2.0,3.0,4.6,0.27,5891
0,1,1,2.0,4.0,6.5,0.48,5862
1,1,1,2.0,3.0,5.2,0.44,5917
0,0,0,2.0,3.0,4.2,0.28,5744
0,0,0,1.0,3.0,4.4,0.38,5941
1,1,1,0.0,1.0,1.7,0.14,5952
1,1,1,4.0,8.0,8.6,0.73,5943
0,0,1,0.0,1.0,0.7,0.0,6093
1,1,1,2.0,4.0,5.3,0.36,6097
1,1,1,2.0,5.0,6.2,0.46,5993
0,1,0,2.0,4.0,4.7,0.3,5962
1,1,0,3.0,6.0,7.7,0.58,6062
0,1,0,4.0,9.0,8.8,0.95,6005
0,0,0,3.0,5.0,5.4,0.46,6076
1,1,1,4.0,9.0,8.0,0.84,5893
0,0,1,4.0,8.0,6.5,0.56,5766
0,1,1,2.0,5.0,5.3,0.46,5778
1,1,0,2.0,3.0,4.3,0.28,5744
0,1,1,2.0,4.0,5.0,0.4,5982
0,0,0,3.0,6.0,7.6,0.58,6070
1,1,1,3.0,5.0,5.8,0.41,6019
0,1,1,2.0,3.0,7.1,0.5,5765
1,0,1,3.0,7.0,8.5,0.8,5769
1,1,1,2.0,5.0,4.5,0.38,5846
1,0,0,4.0,7.0,7.5,0.6,6050
0,1,1,0.0,1.0,1.0,0.06,6034
1,1,0,2.0,5.0,7.9,0.59,6000
0,1,1,1.0,1.0,2.8,0.17,6058
1,0,1,0.0,2.0,2.1,0.17,5852
0,0,1,1.0,4.0,5.4,0.38,5942
1,1,1,1.0,3.0,2.9,0.16,5813
0,1,1,3.0,5.0,4.6,0.34,6097
1,1,1,3.0,6.0,5.0,0.33,5943
0,1,1,2.0,4.0,5.6,0.5,5897
0,1,1,2.0,4.0,6.2,0.39,5746
0,0,1,1.0,4.0,5.8,0.44,5850
0,1,1,1.0,1.0,4.0,0.25,5970
0,1,0,3.0,6.0,5.4,0.45,5919
1,1,0,5.0,10.0,8.7,0.92,5865
0,0,1,2.0,4.0,5.6,0.31,5808
0,0,0,2.0,4.0,4.7,0.26,6064
0,0,1,2.0,5.0,5.3,0.44,5779
1,1,1,2.0,2.0,3.7,0.16,5932
0,1,1,1.0,1.0,3.6,0.17,6042
1,0,1,2.0,5.0,6.3,0.62,5809
1,1,1,3.0,4.0,5.7,0.34,5844
0,0,1,1.0,1.0,2.7,0.18,5876
1,1,0,1.0,3.0,4.5,0.35,6036
0,0,0,1.0,2.0,3.2,0.15,5811
0,1,1,0.0,2.0,3.0,0.22,5964
1,0,1,2.0,4.0,6.6,0.52,6052
1,1,1,3.0,4.0,5.8,0.37,6070
1,1,0,3.0,7.0,8.0,0.71,5977
0,1,0,2.0,5.0,8.2,0.71,5788
0,1,1,2.0,4.0,5.2,0.32,6022
0,1,0,1.0,3.0,5.0,0.33,6050
1,1,1,0.0,1.0,2.2,0.14,5919
1,1,0,2.0,6.0,6.3,0.6,6057
0,1,1,2.0,3.0,1.7,0.11,5978
0,1,0,4.0,7.0,6.2,0.58,5775
0,1,1,1.0,2.0,4.7,0.28,6032
1,0,0,2.0,3.0,6.1,0.42,5882
0,1,1,0.0,1.0,1.6,0.07,5761
1,1,0,3.0,5.0,6.5,0.52,6067
1,1,1,0.0,1.0,3.3,0.22,6051
1,0,0,2.0,6.0,7.7,0.76,5823
0,1,1,4.0,6.0,6.9,0.64,6053
1,0,0,3.0,8.0,9.4,0.98,5861
0,1,0,2.0,5.0,8.2,0.64,5826
1,1,1,3.0,6.0,5.2,0.41,5943
0,0,1,2.0,2.0,4.9,0.26,6032
1,1,0,4.0,7.0,7.2,0.58,5838
0,0,0,4.0,8.0,8.3,0.69,5776
1,1,0,2.0,6.0,7.0,0.52,5796
1,0,1,3.0,6.0,8.1,0.65,5828
0,1,1,2.0,3.0,3.8,0.24,5945
1,0,0,4.0,5.0,6.9,0.49,6019
1,1,1,2.0,3.0,3.0,0.12,5943
1,1,1,4.0,7.0,7.1,0.59,5796
0,1,0,2.0,4.0,6.6,0.44,5872
1,1,1,4.0,7.0,6.8,0.64,6041
1,1,1,4.0,7.0,6.7,0.51,5915
0,0,1,1.0,3.0,4.9,0.41,5829
1,1,0,2.0,5.0,7.2,0.55,5983
0,1,1,2.0,3.0,1.0,0.05,5938
0,0,1,2.0,3.0,5.8,0.47,5816
1,1,0,5.0,9.0,8.6,0.79,5846
0,1,1,2.0,4.0,5.1,0.31,5788
0,1,0,2.0,4.0,7.5,0.59,5950
1,1,1,3.0,6.0,5.3,0.44,5878
1,0,1,1.0,3.0,4.8,0.38,5974
0,1,1,1.0,2.0,4.2,0.3,5863
1,0,0,2.0,5.0,7.9,0.62,5909
0,0,0,4.0,8.0,7.2,0.69,6007
0,1,0,2.0,4.0,5.2,0.28,5901
1,1,1,1.0,4.0,5.4,0.44,6059
1,0,0,1.0,3.0,2.9,0.24,5774
1,1,1,1.0,3.0,4.9,0.43,5766
0,1,0,0.0,1.0,3.6,0.24,5747
0,0,0,1.0,3.0,5.8,0.36,5959
0,1,0,3.0,5.0,4.5,0.36,5973
1,0,0,2.0,4.0,4.7,0.33,5754
1,1,0,1.0,2.0,0.9,0.04,5965
0,0,1,0.0,1.0,3.6,0.18,6081
0,1,0,3.0,6.0,5.5,0.5,5929
1,0,0,1.0,3.0,6.7,0.53,6035
0,0,0,4.0,7.0,7.6,0.63,5909
1,1,0,1.0,3.0,6.3,0.51,5938
0,1,0,1.0,2.0,3.9,0.3,6103
1,1,1,1.0,3.0,5.5,0.39,5955
0,1,1,2.0,4.0,4.7,0.36,6068
0,1,1,2.0,4.0,3.8,0.24,5856
0,0,0,3.0,6.0,5.6,0.51,5826
0,1,1,5.0,9.0,9.4,0.97,5857
1,0,1,1.0,3.0,3.8,0.31,5962
0,0,1,1.0,3.0,6.1,0.4,6107
1,0,0,3.0,7.0,7.8,0.75,5876
0,1,1,2.0,3.0,5.8,0.5,6065
1,0,1,4.0,8.0,8.4,0.73,6087
1,1,0,4.0,8.0,6.8,0.6,6008
0,1,0,1.0,3.0,6.6,0.52,5943
0,1,1,2.0,3.0,5.0,0.29,6018
0,0,1,1.0,3.0,5.5,0.35,5929
1,0,0,3.0,6.0,7.4,0.64,5891
1,1,1,2.0,3.0,3.5,0.22,5943
1,1,1,1.0,3.0,6.3,0.5,5923
0,1,1,3.0,5.0,4.9,0.36,5924
0,1,0,2.0,6.0,7.2,0.61,5911
0,0,0,2.0,5.0,7.8,0.7,5944
1,1,0,3.0,5.0,6.2,0.42,5899
0,1,1,2.0,5.0,5.6,0.53,6022
0,1,0,4.0,8.0,9.1,0.9,6070
1,1,0,2.0,6.0,7.1,0.55,5752
1,0,1,2.0,5.0,5.0,0.34,5976
1,1,1,3.0,6.0,4.3,0.34,6104
0,1,1,2.0,4.0,5.8,0.4,5762
1,1,0,1.0,1.0,2.2,0.08,6104
0,0,0,3.0,7.0,7.4,0.56,5760
0,1,1,0.0,2.0,2.1,0.17,5870
1,1,0,3.0,5.0,5.9,0.42,5882
0,1,0,2.0,4.0,4.1,0.19,5860
1,0,0,2.0,5.0,7.7,0.57,6084
0,1,1,3.0,6.0,5.4,0.41,6006
0,0,0,2.0,5.0,7.1,0.51,6098
1,1,0,0.0,1.0,2.4,0.12,6027
0,1,0,1.0,2.0,3.7,0.24,5999
1,1,1,1.0,3.0,6.3,0.47,6020
0,1,0,3.0,4.0,5.9,0.38,5914
0,1,0,1.0,2.0,3.3,0.25,5804
1,0,0,3.0,7.0,5.7,0.51,5873
1,1,1,1.0,4.0,5.6,0.47,5778
0,0,0,2.0,3.0,5.6,0.49,5910
0,1,0,4.0,6.0,6.2,0.52,5858
1,1,0,2.0,6.0,6.6,0.59,5887
1,0,0,3.0,7.0,8.0,0.7,6024
0,1,1,1.0,3.0,5.1,0.34,6037
0,1,1,0.0,2.0,3.8,0.26,5763
1,0,0,3.0,6.0,7.2,0.52,6010
0,0,1,0.0,1.0,0.0,0.03,5978
0,1,0,5.0,9.0,8.8,0.94,5786
0,1,0,3.0,7.0,8.8,0.71,6086
1,1,0,2.0,6.0,8.4,0.64,6000
1,1,0,2.0,5.0,5.5,0.5,5863
1,0,0,2.0,4.0,5.1,0.38,5911
0,0,1,1.0,2.0,3.1,0.24,6050
0,0,0,4.0,6.0,7.7,0.67,5794
0,1,0,3.0,6.0,7.7,0.61,5957
0,1,0,3.0,5.0,4.3,0.35,5901
1,1,0,4.0,8.0,9.5,0.95,6087
0,1,1,2.0,4.0,6.5,0.5,5962
0,1,1,0.0,1.0,1.2,0.01,5867
1,1,1,0.0,1.0,5.1,0.29,5923
0,1,0,4.0,9.0,9.4,0.93,5779
0,1,0,2.0,4.0,6.3,0.52,5755
0,1,0,3.0,6.0,4.2,0.37,5912
1,1,1,3.0,4.0,5.3,0.4,5984
0,1,1,3.0,5.0,5.3,0.45,5754
0,0,1,3.0,4.0,4.6,0.38,5870
0,1,1,1.0,2.0,5.2,0.42,5904
1,0,1,2.0,3.0,5.9,0.35,6043
1,1,0,0.0,1.0,0.0,0.0,5816
1,1,0,4.0,7.0,8.4,0.69,6060
1,1,0,3.0,6.0,7.0,0.57,5956
1,1,1,3.0,6.0,7.3,0.52,6066
0,1,0,2.0,4.0,5.7,0.39,5905
1,0,1,3.0,5.0,5.5,0.33,5878
1,0,0,2.0,4.0,6.2,0.38,6002
1,1,1,2.0,4.0,6.9,0.69,5884
1,0,1,2.0,5.0,6.5,0.42,5936
0,1,1,1.0,4.0,6.0,0.4,6040
1,1,1,3.0,6.0,5.3,0.47,6072
1,0,0,4.0,8.0,9.2,0.89,5858
1,1,0,3.0,5.0,6.2,0.55,5933
0,1,0,4.0,7.0,7.8,0.65,5754
0,0,0,3.0,6.0,8.7,0.67,6006
1,1,0,3.0,4.0,6.1,0.44,5882
1,0,0,1.0,3.0,5.4,0.39,6000
1,0,0,1.0,3.0,7.5,0.54,5873
1,1,1,1.0,2.0,4.9,0.3,6093
1,1,0,3.0,5.0,5.6,0.42,6074
0,0,1,2.0,5.0,4.0,0.3,5948
0,1,1,2.0,5.0,6.2,0.45,5984
0,0,0,5.0,10.0,10.0,0.94,5980
0,0,0,4.0,7.0,6.3,0.61,5995
1,1,0,3.0,7.0,6.6,0.54,6009
0,1,1,2.0,5.0,8.0,0.6,6095
0,0,1,3.0,4.0,6.6,0.45,5784
1,1,0,4.0,7.0,6.4,0.55,5963
0,1,1,3.0,6.0,5.8,0.46,5959
0,0,1,3.0,6.0,6.6,0.61,5969
0,1,0,1.0,3.0,5.1,0.3,6005
0,1,1,2.0,5.0,5.8,0.34,5853
1,0,1,2.0,4.0,7.1,0.5,6041
1,1,0,4.0,9.0,8.3,0.71,5853
0,0,1,2.0,4.0,6.9,0.47,6058
1,1,0,2.0,4.0,8.0,0.67,5938
0,1,1,1.0,2.0,4.9,0.25,5865
0,0,0,3.0,4.0,5.7,0.44,5979
1,1,1,1.0,3.0,3.9,0.33,5956
1,0,1,1.0,3.0,5.1,0.47,5967
0,0,0,2.0,4.0,6.0,0.43,5861
1,0,1,0.0,1.0,4.1,0.26,5947
0,1,1,3.0,8.0,9.0,0.85,6095
0,0,0,3.0,5.0,7.1,0.53,5759
1,0,1,3.0,4.0,3.7,0.26,5798
0,1,0,2.0,3.0,3.1,0.16,5973
0,0,1,3.0,4.0,5.7,0.4,6060
0,1,1,3.0,4.0,5.6,0.43,5830
0,1,1,2.0,4.0,6.9,0.48,5905
1,1,1,0.0,1.0,3.0,0.24,5856
0,0,1,3.0,6.0,6.7,0.55,6103
0,0,0,3.0,7.0,6.4,0.51,6098
0,1,0,1.0,3.0,4.4,0.38,5838
0,0,0,2.0,4.0,8.1,0.67,5827
0,0,1,2.0,4.0,3.9,0.23,6108
0,0,1,2.0,4.0,6.8,0.65,5808
1,0,0,2.0,3.0,5.3,0.47,5898
0,1,1,1.0,3.0,6.0,0.36,5964
0,1,0,5.0,9.0,8.1,0.76,5990
0,1,1,1.0,2.0,3.5,0.22,5970
0,1,1,1.0,3.0,4.2,0.37,5897
1,0,1,0.0,1.0,3.3,0.15,6106
0,1,1,1.0,2.0,3.2,0.27,5785
0,1,0,1.0,4.0,6.6,0.48,5966
1,1,1,2.0,3.0,4.0,0.18,5892
1,1,0,4.0,8.0,6.3,0.55,6101
0,1,1,2.0,3.0,3.7,0.24,5978
1,1,0,4.0,9.0,7.6,0.71,5990
1,1,0,3.0,7.0,7.1,0.52,5981
0,1,0,3.0,6.0,7.3,0.62,5800
1,0,0,0.0,1.0,3.8,0.21,6087
1,1,1,1.0,4.0,4.0,0.31,5964
0,1,0,1.0,1.0,1.6,0.02,5859
0,1,1,3.0,7.0,8.7,0.7,5950
1,0,0,0.0,2.0,2.6,0.13,5786
1,0,1,2.0,3.0,5.2,0.4,6096
0,1,1,2.0,3.0,5.3,0.33,5769
0,0,1,1.0,2.0,5.5,0.4,6101
1,1,1,2.0,5.0,7.4,0.66,5850
0,1,1,3.0,7.0,7.0,0.67,5875
0,1,1,3.0,5.0,6.1,0.37,5905
1,0,1,2.0,5.0,4.5,0.37,5813
1,0,0,4.0,6.0,6.8,0.63,5744
0,1,1,2.0,4.0,5.8,0.44,5860
1,1,0,4.0,7.0,7.9,0.62,6065
1,1,0,2.0,3.0,3.8,0.26,5896
0,1,1,1.0,3.0,4.8,0.34,5819
1,1,0,3.0,7.0,6.6,0.56,6016
1,0,1,0.0,2.0,4.4,0.29,6010
0,1,0,3.0,7.0,8.1,0.71,5986
0,0,0,2.0,3.0,4.2,0.3,5748
1,1,0,4.0,10.0,10.0,1.0,6029
0,1,0,3.0,5.0,6.6,0.55,5970
0,0,0,3.0,4.0,5.6,0.39,5770
1,1,1,0.0,1.0,1.1,0.09,6091
0,1,1,3.0,6.0,6.5,0.49,5870
1,0,1,1.0,4.0,4.8,0.4,5982
0,1,1,1.0,3.0,5.4,0.31,5924
1,0,1,1.0,2.0,2.8,0.22,6085
1,0,0,4.0,7.0,7.3,0.68,6007
1,1,0,5.0,10.0,8.5,0.93,5795
1,1,0,2.0,4.0,5.4,0.31,6085
